title,body
Goldman Will Repay Buffett His $5 Billion,Warren E. Buffett will get back the principal and a $500 million bonus because Goldman is paying back the investment early.
Goldman Sued by Pension Fund Over Bonus Plans,"An Illinois pension fund sued Goldman Sachs on Thursday, seeking to recover billions of dollars of bonuses and other compensation being awarded for 2009, saying the payouts harmed shareholders."
Former Wal-Mart Chief to Leave Goldman Board,"The investment bank announced that H. Lee Scott, Jr., the former chief executive of Wal-Mart Stores, will not stand for re-election at the annual meeting in May."
"Outside Goldman, Bomb-Sniffers and Barricades","The public outrage over Wall Street’s rich bonus culture apparently had Goldman Sachs so rattled that the bank had police barricades and bomb-sniffing dogs outside of 85 Broad St. Thursday, as it prepared to release earnings, The New York Post reported."
Greg Smith’s Memoir Offers Few New Details on Goldman,Greg Smith’s reminiscences of the pleasures of the job but does not seem to break much new ground on questionable practices at Goldman Sachs.
"Outside Goldman, Bomb-Sniffers and Barricades","The public outrage over Wall Street’s rich bonus culture apparently had Goldman Sachs so rattled that the bank had police barricades and bomb-sniffing dogs outside of 85 Broad St. Thursday, as it prepared to release earnings, The New York Post reported."
Goldman's profit surges 40 pct.,"Big gains in trading fueled earnings at Goldman Sachs. Citigroup's profit shot higher as well, benefiting mostly from lower costs. Fred Katayama reports."
Goldman’s Go-Round,Goldman’s lower second-quarter profits are still outlandish. But at least the S.E.C. got it to acknowledge that it had made a “mistake.”
A Trader’s Life After Goldman,"After leaving Goldman Sachs, Fabrice Tourre spent time in Africa as a volunteer. Now he is going on trial for charges related to the mortgage crisis."
Bank Analyst on Goldman’s Stress Test,"A poor showing on the stress tests, relative to other banks, is the latest question mark facing Goldman Sachs, says Mike Mayo, a bank analyst with CLSA."
Goldman Names a New Co-Head of M.&A.,"Goldman Sachs has named Gregg R. Lemkau as a new co-head of global mergers and acquisitions, according to an internal memorandum reviewed by DealBook."
The Editors: What Is Goldman Hiding?,"Congress created the Financial Crisis Inquiry Commission last year to investigate the causes of the meltdown. Many banks, financial firms and other witnesses have cooperated. But not Goldman Sachs."
"Goldman’s Online Lender, Marcus, Opens (to Those With the Code)","Named for Goldman’s founder, Marcus will offer loans to the general public. But initially applications will be limited to people who receive a special code in the mail."
Reining In Greed at Goldman,"Goldman Sachs made a mistake by setting aside 49 percent of revenue in the first half of 2009 for pay for its employees, Breakingviews says."
Goldman Names a New Co-Head of M.&A.,"Goldman Sachs has named Gregg R. Lemkau as a new co-head of global mergers and acquisitions, according to an internal memorandum reviewed by DealBook."
"Goldman’s Online Lender, Marcus, Opens (to Those With the Code)","Named for Goldman’s founder, Marcus will offer loans to the general public. But initially applications will be limited to people who receive a special code in the mail."
Goldman’s Responses on Relations With Clients,The text of Goldman Sachs’s replies to Times reporters about its philosophy and practices in serving its clients’ interests.
The Private and Public Side of Goldman’s New Digs,"Goldman Sachs’s new headquarters reflect the investment bank’s “long-standing obsession with being both extremely powerful and utterly inconspicuous,” The New Yorker’s architecture critic Paul Goldberger writes in a look the glass-and-steel skyscraper designed by Henry Cobb."
Former Goldman Executive Is Said to Complete Book Deal,"Greg Smith, the former Goldman executive who wrote a widely read Op-Ed in The New York Times about the changing culture at the Wall Street firm, has reported made a deal with Grand Central Publishing, part of Hachette."
"Around Goldman’s Headquarters, an Oasis of Electricity","The shops and restaurants surrounding Goldman Sachs’s 200 West Street headquarters were doing brisk business on Friday, even as the streets beyond lay dormant."
"Weak trading hits JPMorgan, Goldman profits",Lackluster fixed income trading bit into the profits of JPMorgan Chase and Goldman Sachs but not by as much as feared. Fred Katayama reports.
S.E.C. Said to Probe Timing of Goldman Settlement,"Securities and Exchange Commission Inspector General David Kotz said on Thursday that he will expand his investigation of the agency’s fraud suit against Goldman Sachs to look into concerns raised about the timing of the firm’s $550 million settlement, Reuters reported."
A.I.G. Said to Dismiss Goldman,The American International Group is turning to Citigroup and Bank of America to replace Goldman Sachs as the main corporate adviser as the insurer reorganizes.
"Goldman: Still Greedy, No Longer Patient",Senate hearings showed how Goldman Sachs’s long-held devotion to its clients has been replaced by lust for short-term profits.
Goldman Earnings and Revenue Fall Sharply,"Earnings at Goldman Sachs dropped 83 percent in the second quarter, making it the worst quarter for the giant investment bank since the depths of the financial crisis in late 2008."
Goldman’s Responses on Relations With Clients,The text of Goldman Sachs’s replies to Times reporters about its philosophy and practices in serving its clients’ interests.
Report Finds No Political Motivation in S.E.C.’s Goldman Suit,The report did criticize the S.E.C. enforcement division for failing to notify Goldman of its lawsuit until after the papers were filed in federal court.
One Goldman Takeover That Failed: The Trump White House,"Gone: Dina Powell, Steve Bannon and Anthony Scaramucci. Going: Gary Cohn. Some reputations remain intact."
Goldman to Pay Back Buffett’s $5 Billion?,"Goldman Sachs has a $5 billion I.O.U. to Warren Buffett on its books, which the billionaire investor sunk into the bank back in the depths of the financial crisis, now it’s mulling paying it back, The Wall Street Journal reports."
Why Goldman Wants a Branch in Warsaw,"Goldman Sachs is looking to open a branch office in Warsaw, in a move to take advantage the Polish government’s plans to sell $10 billion worth of assets in share offerings this year, Bloomberg News reported."
Former Goldman Executive Is Said to Complete Book Deal,"Greg Smith, the former Goldman executive who wrote a widely read Op-Ed in The New York Times about the changing culture at the Wall Street firm, has reported made a deal with Grand Central Publishing, part of Hachette."
Questions Over Goldman Deal as Investors Sit in the Dark,"In a fight over a hotel company that went “dark,” investors have accused Goldman Sachs of having conflicting interests, writes Jesse Eisinger in The Trade column."
"Weak trading hits JPMorgan, Goldman profits",Lackluster fixed income trading bit into the profits of JPMorgan Chase and Goldman Sachs but not by as much as feared. Fred Katayama reports.
"Goldman: Still Greedy, No Longer Patient",Senate hearings showed how Goldman Sachs’s long-held devotion to its clients has been replaced by lust for short-term profits.
Goldman Gets Subpoena From Financial Crisis Panel,The Financial Crisis Inquiry Commission issued a subpoena to Goldman Sachs on Monday for “failing to comply with a request for documents and interviews in a timely manner.”
"Ahead of Goldman Suit, a Tight-Lipped S.E.C.",White Collar Watch questions whether Goldman Sachs and the Securities and Exchange Commission ever discussed a settlement of the securities fraud case brought against the firm.
Goldman Executive to Join Bank of America,Diego de Giorgi is set to become the co-head of global corporate and investment banking for Europe at Bank of America.
Former Goldman Banker Joins Perella Weinberg,"Stefan Green, formerly of Goldman Sachs, has joined Perella Weinberg Partners as a partner."
Report Finds No Political Motivation in S.E.C.’s Goldman Suit,The report did criticize the S.E.C. enforcement division for failing to notify Goldman of its lawsuit until after the papers were filed in federal court.
Why Goldman Wants a Branch in Warsaw,"Goldman Sachs is looking to open a branch office in Warsaw, in a move to take advantage the Polish government’s plans to sell $10 billion worth of assets in share offerings this year, Bloomberg News reported."
Goldman to Pay Back Buffett’s $5 Billion?,"Goldman Sachs has a $5 billion I.O.U. to Warren Buffett on its books, which the billionaire investor sunk into the bank back in the depths of the financial crisis, now it’s mulling paying it back, The Wall Street Journal reports."
A.I.G. Said to Dismiss Goldman,The American International Group is turning to Citigroup and Bank of America to replace Goldman Sachs as the main corporate adviser as the insurer reorganizes.
Goldman Hires a New P.R. Chief,"Richard Siewert Jr., the former counselor to Treasury Secretary Timothy F. Geithner, will lead the public relations effort at Goldman Sachs, replacing Lucas van Praag."
"With Visit to Goldman, Bloomberg Says, Chin Up",The mayor’s stop at Goldman Sachs’s Manhattan headquarters came as the bank struggled to cope with an onslaught of negative publicity.
Goldman Gets Subpoena From Financial Crisis Panel,The Financial Crisis Inquiry Commission issued a subpoena to Goldman Sachs on Monday for “failing to comply with a request for documents and interviews in a timely manner.”
Goldman Invests in Upstart Online Broker,"Motif Investing, a firm based in a San Mateo, Calif., announced on Friday that it had raised a $25 million round of financing from investors including Goldman Sachs."
Goldman’s Passage to India,Goldman Sachs holds its board meeting in India for the first time.
"At Goldman, a Paycheck No Longer Equals an Account","For years, employees at Goldman Sachs automatically received a brokerage account. But in recent months, the firm has notified several employees, most of whom have assets valued at less than $1 million, that their accounts are being transferred to Fidelity."
Goldman at a P.R. Crossroads,News that Goldman Sachs is wooing a former Treasury official has had Wall Street buzzing with talk that Lucas van Praag may be leaving the firm.
Goldman Names Roopesh Shah to Lead Restructuring Group,"The appointment of Mr. Shah comes after Perella Weinberg Partners hired away Bruce Mendelsohn, who had led Goldman’s Americas restructuring team."
S.E.C.'s Enforcement Chief on Goldman,"CNBC talks to the Securities and Exchange Commission's enforcement chief, Robert Khuzami, on the fraud charges against Goldman Sachs."
Advent and Goldman to Buy TransUnion in $3 Billion Deal,"Advent International and GS Capital Partners will buy the consumer credit reporting company from Dearborn Partners and the Pritzker family, the prominent Chicago billionaires."
New York Fed Investigates Goldman Loan Division,The New York Fed wants to know whether the mortgage-servicing arm of Goldman Sachs systematically rejected borrowers’ efforts to lower loan payments through government programs.
Profit at Goldman Less Easy to Find,"Recent regulations hit hardest on the very businesses, like trading, where Goldman Sachs makes the most money."
Goldman Director Decided to Leave After Notice,"Rajat K. Gupta’s decision, announced last month, not to seek re-election to Goldman Sachs’s board came after he received notice from prosecutors that they were looking into recorded conversations Mr. Gupta held with Galleon Group founder Raj Rajaratnam, The Wall Street Journal reported."
Goldman at a P.R. Crossroads,News that Goldman Sachs is wooing a former Treasury official has had Wall Street buzzing with talk that Lucas van Praag may be leaving the firm.
Goldman’s Cohn Reaching Out to Clients,"Gary D. Cohn, the president of Goldman Sachs, said he’s working overtime these days to stay in touch with clients as the firm weathers its battle with regulators, Reuters reported."
Ex-Goldman Worker Said to Seek Book Deal,"Greg Smith, who resigned last week via an Op-Ed in The New York Times, was said to be shopping a proposal for a book that would be a coming-of-age story and a history of Goldman Sachs."
Goldman Fined $22 Million Over Trading Huddles,"Regulators say that top clients received preferential treatment through Goldman’s “trading huddles,” in which the bank’s research analysts meet frequently to develop trading tips that were passed on to the firm’s traders and then select clients."
Debate Flares on Goldman’s Role as Market Maker,"A Columbia professor challenged Goldman Sachs’s assertion that the firm was simply a middleman in a transaction at the center of the S.E.C. fraud case, calling it “a soliciting placement agent” at a Senate hearing."
Goldman Names New Head of Special Situations Group,"Goldman Sachs has named Julian Salisbury to become head of its global special situations group, the elite division that invests in and lends to companies."
Australian Firm Sues Goldman Over Timberwolf Deal,"Basis Yield Alpha Fund is suing Goldman Sachs over a $56 million loss it suffered by investing in the Timberwolf collateralized debt obligation, Reuters reported Wednesday."
Rajaratnam’s Goldman Trade a Focus at Gupta Trial,Day three of the Rajat Gupta insider trading trail kicked off with testimony from a former trader at Raj Rajaratnam’s hedge fund Galleon Group.
A.I.G. Said to Dismiss Goldman,The American International Group is turning to Citigroup and Bank of America to replace Goldman Sachs as the main corporate adviser as the insurer reorganizes.
Sorkin: Some Backup for Goldman on A.I.G.,"Documents released by the Senate Finance Committee show Goldman Sachs had hedged against losses to A.I.G. and that the Fed was aware of it, The New York Times’s Andrew Ross Sorkin writes in his latest DealBook column."
New York Fed Investigates Goldman Loan Division,The New York Fed wants to know whether the mortgage-servicing arm of Goldman Sachs systematically rejected borrowers’ efforts to lower loan payments through government programs.
Goldman’s P.R. Chief to Retire,"Lucas van Praag, who oversaw public relations during one of the most tumultuous periods in the history of Goldman Sachs, is stepping down at the end of March."
Goldman Expands Retail Banking by Taking On GE Capital’s Deposits,"The Wall Street bank is acquiring $16 billion in customer deposits from GE Capital Bank, which General Electric is shedding to focus on its industrial business."
A Former Goldman Executive Explains His Transylvanian Roots,A staff member for Representative Darrell Issa who changed his name after leaving Goldman Sachs has been accused of hiding his past. But he says he’s honoring his Transylvanian heritage.
Goldman Names M.&A. Capital Markets Head,"Goldman Sachs has named Steven Barg, the co-head of investment banking in South East Asia, to head mergers and acquisitions capital markets in New York."
"For Goldman in Europe, a 3rd Way to Get Paid","To skirt caps placed on bonuses in Europe, the company will pay some employees a salary, a bonus and what it calls “role-based pay.”"
Kirk Returns Goldman Cash in ‘Example on Ethics’,"Goldman Sachs’s problems are spilling over into the midterm elections as Representative Mark Kirk, the Republican nominee for an open Senate seat in Illinois, said he would return contributions made by employees of the bank, Bloomberg News reported."
Goldman’s Safer Positions Eat Deeply Into Its Profit,"Worried about the economy, Goldman Sachs has moved to protect itself from volatility by taking a more conservative stance and hedging some trading activities."
Figure in Insider Case Sought to Quit Goldman,"Rajat K. Gupta sought to leave for a job at Kohlberg Kravis Roberts only weeks before he is said to have provided tips to the hedge fund manager Raj Rajaratnam, according to an audiotape recording released Friday."
A Former Goldman Executive Explains His Transylvanian Roots,A staff member for Representative Darrell Issa who changed his name after leaving Goldman Sachs has been accused of hiding his past. But he says he’s honoring his Transylvanian heritage.
Time for Goldman to Come Clean?,"Even mighty Goldman Sachs makes mistakes, and the bank’s decision to help Greece keep some of its debts hidden from public view in 2001 was one of them, Reuters Breakingviews says."
The Fine Print of Goldman’s Subprime Bet,The Senate report about the subprime position of Goldman Sachs includes enough errors to raise some red flags about its conclusions.
Goldman Names New Director,"Goldman Sachs said on Monday that Mark E. Tucker, the chief executive and president of the AIA Group, the Asian life insurer, had joined its board, expanding the number of directors to 12."
Goldman’s Cohn Reaching Out to Clients,"Gary D. Cohn, the president of Goldman Sachs, said he’s working overtime these days to stay in touch with clients as the firm weathers its battle with regulators, Reuters reported."
Goldman: $70 Million AppSense Investment,"Goldman Sachs' next big Silicon Valley move after Facebook is AppSense, a company providing user virtualization technology. This deal, plus K.K.R.'s earnings, are discussed in this CNBC video."
"Tale of two brokers: Morgan, Goldman","Morgan Stanley managed to boost fixed income revenue, lifting its profit but a drop in fixed income revenue sank Goldman Sach's results. Fred Katayama reports."
Goldman Said to Hire Former Times Reporter,"Goldman Sachs has hired the former New York Times reporter Stephen Labaton as a full-time consultant on regulatory and legal issues, Politico reported."
Goldman Call: More on the S.E.C.’s Case,"David A. Viniar, the chief financial officer, said the firm had no real warning of the Securities and Exchange Commission’s case."
Goldman Kicks Off National Advertising Campaign,Goldman Sachs has begun a national advertisement campaign aimed at explaining to average citizens what the company does.
Australian Firm Sues Goldman Over Timberwolf Deal,"Basis Yield Alpha Fund is suing Goldman Sachs over a $56 million loss it suffered by investing in the Timberwolf collateralized debt obligation, Reuters reported Wednesday."
Goldman Names New Head of Special Situations Group,"Goldman Sachs has named Julian Salisbury to become head of its global special situations group, the elite division that invests in and lends to companies."
"It’s Over for Goldman, but Not for Fabrice Tourre","Goldman’s settlement of securities fraud charges did not include Fabrice P. Tourre, a vice president at the firm who was also accused of civil fraud by the Securities and Exchange Commission."
Goldman’s Cohn Reaching Out to Clients,"Gary D. Cohn, the president of Goldman Sachs, said he’s working overtime these days to stay in touch with clients as the firm weathers its battle with regulators, Reuters reported."
Time for Goldman to Come Clean?,"Even mighty Goldman Sachs makes mistakes, and the bank’s decision to help Greece keep some of its debts hidden from public view in 2001 was one of them, Reuters Breakingviews says."
Goldman Call: More on the S.E.C.’s Case,"David A. Viniar, the chief financial officer, said the firm had no real warning of the Securities and Exchange Commission’s case."
Former Goldman Partner Darivoff Named Chairman of DFG,"Philip M. Darivoff, a recently retired Goldman Sachs partner, has been appointed chairman of DFG Investment Advisers, an asset management firm in New York."
Edge or Liability? White House Ties May Cut Two Ways for Goldman,An administration stacked with former executives would seem to give the firm a lift. But differences over style and substance could make it a burden.
Ex-Goldman Worker Said to Seek Book Deal,"Greg Smith, who resigned last week via an Op-Ed in The New York Times, was said to be shopping a proposal for a book that would be a coming-of-age story and a history of Goldman Sachs."
Profit at Goldman Less Easy to Find,"Recent regulations hit hardest on the very businesses, like trading, where Goldman Sachs makes the most money."
Goldman Said to Have Helped Greece Hide Debt,"As Europe tries to resolve the problem of Greek deficits and debt before the struggling southern economy puts the euro in the tank, more shenanigans have come to light, and this time, they are said to involve Goldman Sachs."
Goldman Under Investigation in U.S. and Britain,"Goldman Sachs is under investigation by United States and British watchdogs over the timing of disclosures relating to the Securities and Exchange Commission’s fraud charges against the firm, The Telegraph reported."
U.S. Investigates a Goldman Executive Over Insider Trading,"Federal prosecutors in California are investigating whether a Goldman Sachs executive leaked confidential information about two publicly traded companies to Raj Rajaratnam, the convicted former hedge fund manager."
Goldman to Expand Small-Business Program,"The ideal candidate for the program, a spokeswoman said, is a company in business for two years, with at least four employees and from $150,000 to $4 million in annual revenue."
A Mighty Trading Quarter for Goldman and JPMorgan,"Like Goldman Sachs, JPMorgan Chase reported net trading gains for every day of the first quarter, an unheard-of achievement — one that may still draw scrutiny from legislators."
Court Upholds Big Award Against Goldman,"An appeals court panel has upheld a $20.5 million arbitration award to creditors of the Bayou Group, who had accused Goldman Sachs of helping the hedge fund perpetrate a Ponzi scheme."
Inquiry Begun of S.E.C. Timing in Goldman Fraud Case,The commission’s inspector general is investigating whether political or other factors influenced a securities fraud case against Goldman Sachs.
Goldman’s Expensive Tastes Anger N.Y.C. Neighbors,"Goldman Sachs’s plan to replace the unglamorous businesses outside its new headquarters with a string of designer restaurants and a luxury hotel has seen locals up in arms, accusing the bank of “breaking promises,” The Telegraph reports."
The Return of Goldman’s Mark Schwartz,"After leaving Goldman in 2002, the banker worked for George Soros and later formed an investment firm with Raj Rajaratnam and Rajat K. Gupta."
Goldman Announces Changes to Its Board,"Goldman has named James J. Schiro, the former chief executive of Zurich Financial Services, as its new lead director amid shareholder pressure."
Former Goldman Executive Is Chosen to Lead Dallas Fed,Robert Steven Kaplan was head of investment banking at Goldman before leaving to teach at Harvard. He succeeds Richard Fisher. who left in March.
Editorial: Goldman’s Go-Round,"Goldman Sachs’s lower second-quarter profits are still outlandish. But at least the S.E.C. got it to acknowledge that it had made a “mistake,” The New York Times writes in an editorial."
Goldman Said to Hire Former Times Reporter,"Goldman Sachs has hired the former New York Times reporter Stephen Labaton as a full-time consultant on regulatory and legal issues, Politico reported."
Judge Says Case Against Goldman Trader Will Proceed,"Fabrice Tourre, the Goldman Sachs trader accused of misleading investors, failed in his bid for a dismissal of a lawsuit by the Securities and Exchange Commission."
Goldman Said to Weigh Prop Trading Spinoff,"Goldman Sachs is considering a spinoff of at least part of its proprietary trading desk to comply with new federal regulations, Kate Kelly of CNBC reports."
Paulson Moves to Reassure Investors on Goldman,"Paulson & Company, the hedge fund linked to civil fraud charges against Goldman Sachs, moved to head off investor concerns about its role in a deal that has scarred the reputation of the Wall Street bank and overshadowed blow-out quarterly earnings, Reuters reported."
Public Rebuke of Culture at Goldman Opens Debate,"Criticism by Greg Smith, a largely anonymous 33-year-old midlevel executive who resigned Wednesday, sent ripple effects throughout Wall Street."
"Tale of two brokers: Morgan, Goldman","Morgan Stanley managed to boost fixed income revenue, lifting its profit but a drop in fixed income revenue sank Goldman Sach's results. Fred Katayama reports."
Goldman Vows to Be More Open About Its Business,The greater detail is intended as a response to criticism that Goldman Sachs has put its own interests ahead of those of its clients.
"Weaker bond revenues ding Goldman, Citigroup",A drop in fixed-income business at Goldman Sachs and Citigroup show early signs of struggle on Wall Street as investors prepare for higher interest rates.  Conway G. Gitttens reports.
Goldman Vows to Be More Open About Its Business,The greater detail is intended as a response to criticism that Goldman Sachs has put its own interests ahead of those of its clients.
Goldman’s Expensive Tastes Anger N.Y.C. Neighbors,"Goldman Sachs’s plan to replace the unglamorous businesses outside its new headquarters with a string of designer restaurants and a luxury hotel has seen locals up in arms, accusing the bank of “breaking promises,” The Telegraph reports."
"What Goldman Was, and What It Now Is","Is Goldman Sachs an investment bank? And if so, what does that mean anymore? William D. Cohan and Yves Smith look at what banks used to be, and what they have become."
"Weaker bond revenues ding Goldman, Citigroup",A drop in fixed-income business at Goldman Sachs and Citigroup show early signs of struggle on Wall Street as investors prepare for higher interest rates.  Conway G. Gitttens reports.
Business Day Live: Reaction Inside Goldman,Susanne Craig on the reaction inside Goldman Sachs to a public rebuke; why marriage is for rich people; and Evelyn M. Rusli discusses why brokers who trade private shares have run afoul of regulators.
Goldman Explores Sale of Market-Making Unit,The investment bank is valuing the unit on the floor of the New York Stock Exchange at about $30 million after paying $6.5 billion for it in 2000.
Goldman Under Investigation in U.S. and Britain,"Goldman Sachs is under investigation by United States and British watchdogs over the timing of disclosures relating to the Securities and Exchange Commission’s fraud charges against the firm, The Telegraph reported."
Goldman ‘Should Win Big’ Under New Regulations,"Contrary to first impressions, the new financial reform law could help rather than hinder Goldman Sachs, The Los Angeles Times reported."
S.E.C. Said to Investigate 2nd Goldman C.D.O.,"The Securities and Exchange Commission is ramping up an investigation into a second complex mortgage deal by Goldman Sachs, The Financial Times reported, citing people close to the matter."
Book Deal Falls Apart for Parodist of Goldman,"John LeFevre, the man behind the @GSElevator Twitter account, has lost his book deal after his true identity came to light."
Court Upholds Big Award Against Goldman,"An appeals court panel has upheld a $20.5 million arbitration award to creditors of the Bayou Group, who had accused Goldman Sachs of helping the hedge fund perpetrate a Ponzi scheme."
Goldman’s Passage to India,"Goldman Sachs holds its board meeting in India for the first time. The meeting may be among the last for John H. Bryan, Goldman’s lead director, who recently turned 75 and may have to step down."
Business Day Live: Reaction Inside Goldman,Susanne Craig on the reaction inside Goldman Sachs to a public rebuke; why marriage is for rich people; and Evelyn M. Rusli discusses why brokers who trade private shares have run afoul of regulators.
Goldman Sells Mortgage Servicing Unit to Ocwen,"Goldman Sachs has agreed to sell its mortgage servicing unit, Litton Loan Servicing, to Ocwen Financial for $263.7 million, ending its ties to an industry steeped in controversy."
Editorial: Goldman’s Go-Round,"Goldman Sachs’s lower second-quarter profits are still outlandish. But at least the S.E.C. got it to acknowledge that it had made a “mistake,” The New York Times writes in an editorial."
"What Goldman Was, and What It Now Is","Is Goldman Sachs an investment bank? And if so, what does that mean anymore? William D. Cohan and Yves Smith look at what banks used to be, and what they have become."
Goldman Said to Pay $5.4 Billion in Compensation,"Amid accusations that it defrauded investors, Goldman Sachs is set to hand out more than $5.3 billion in pay outs to its staff for the the first three months of the year, The Times of London reported."
Goldman Settles Lawsuit Over eToys I.P.O.,Goldman is poised to leave behind a long-running lawsuit over the 1999 initial public offering of eToys — an online toy retailer whose rise and fall became a symbol of the dotcom boom and bust — by paying $7.5 million to eToys creditors.
"For Blankfein’s Sons, Goldman Calls","It seems that for the Blankfeins, Goldman Sachs is a family affair, with two sons of the bank’s chief, Lloyd C. Blankfein, reportedly going on the payroll."
Goldman Explores Sale of Market-Making Unit,The investment bank is valuing the unit on the floor of the New York Stock Exchange at about $30 million after paying $6.5 billion for it in 2000.
Why Goldman Investors Are Overreacting,"When news broke that Goldman’s chief executive, Lloyd C. Blankfein, had hired a top white-collar defense lawyer, the investment bank lost $2.7 billion in market value. But his move was not only expected, it was probably required under legal ethics rules."
Former Goldman Trader Pleads Guilty to Wire Fraud,Matthew M. Taylor admitted to fabricating trades to conceal a risky position that led to about $120 million in losses for the bank.
"D-Day at Goldman (D for Denim, That Is)",Goldman Sachs is allowing employees who make a donation to one of four designated charities to wear jeans to the office every Friday in August.
"At Goldman, Partners Are Made, and Unmade","Becoming a partner at Goldman Sachs is thought of as equal to winning the lottery, but it can be taken away."
A Tell-All on Goldman Has Little Worth Telling,"After a former executive, Greg Smith, resigned from Goldman Sachs in a letter to The New York Times, he fails to deliver much more in his book on the firm."
Goldman’s Legal Bill Could Hit $3.4 Billion,"Goldman Sachs estimates its current legal wrangles could “reasonably” cost the firm $3.4 billion, according to a regulatory filing released Tuesday."
Business Day Live: Reaction Inside Goldman,Susanne Craig on the reaction inside Goldman Sachs to a public rebuke; why marriage is for rich people; and Evelyn M. Rusli discusses why brokers who trade private shares have run afoul of regulators.
Goldman Offering Clients a Chance to Invest in Facebook,"As part of its deal with Facebook, Goldman is expected to raise as much as $1.5 billion from investors for Facebook."
Executive at Goldman Is Retiring,"Goldman Sachs said Tuesday that David A. Viniar, the bank’s longtime chief financial officer, would retire at the end of January and be replaced by Harvey Schwartz, a senior executive at the bank."
Inquiry Begun of S.E.C. Timing in Goldman Case,The inspector general of the Securities and Exchange Commission is investigating whether political or other factors influenced the timing of the filing and subsequent settlement of the commission’s securities fraud case against Goldman Sachs.
Top Goldman Executives Earn Millions From Options,"Goldman Sachs disclosed in regulatory filings that several top company executives, including Lloyd C. Blankfein, exercised stock options this week and earned millions of dollars in profits by selling the firm’s shares."
"Jim O'Neill, Goldman's Vocal Bull","People are reacting to every sign of bad news in the market as though it were the outlier of another financial crisis, says Jim O'Neill, Goldman Sachs Asset Management chairman. In this CNBC interview, he explains why he is increasingly optimistic about the outlook for 2011."
Goldman Names Ogunlesi to Board,"Adebayo O. Ogunlesi is well-known on Wall Street, having run the investment bank at Credit Suisse in the last decade. Since 2006, he has run Global Infrastructure Partners, a private equity firm that invests in infrastructure deals like energy projects and water companies."
A Tell-All on Goldman Has Little Worth Telling,"After a former executive, Greg Smith, resigned from Goldman Sachs in a letter to The New York Times, he fails to deliver much more in his book on the firm."
Goldman Discloses Foreign Exchange Inquiry,"Many of the largest banks in the currency trading market have acknowledged that they are facing inquiries from authorities in the United States, Europe and Hong Kong."
Goldman Lost 50 Partners Last Year,The exodus of senior executives for the year was among the largest since Goldman Sachs became a publicly traded company in 1999.
Goldman to Sell Canwest Stake to Shaw,"Goldman Sachs said Monday that it had agreed to sell its stake in Canwest Global Communications to Shaw Communications for $692 million, ending a dispute over control of the insolvent Canadian broadcaster."
Goldman Sells Mortgage Servicing Unit to Ocwen,"Goldman Sachs has agreed to sell its mortgage servicing unit, Litton Loan Servicing, to Ocwen Financial for $263.7 million, ending its ties to an industry steeped in controversy."
Top Goldman Deal Maker in Europe to Retire,"Goldman’s head of mergers and acquisitions for Northern Europe, Luca Ferrari, is retiring after 12 years at the investment bank, according to an internal memorandum reviewed by DealBook on Thursday."
Goldman Said to Weigh $480 Million Bid for Paternoster,"Goldman Sachs is mulling a £300 million ($480 million) takeover of Paternoster, the specialist pension business put on the block this summer, according to press reports."
Goldman Analyst Is Said to Face Insider Trading Inquiry,Federal prosecutors are investigating whether a senior technology industry analyst for Goldman Sachs provided confidential information to the bank’s hedge fund clients.
Abercrombie Hires Goldman,"Abercrombie & Fitch has retained Goldman Sachs as an adviser as the troubled clothier assesses potential responses to moves by one of its investors, the activist hedge fund Relational Investors, a person briefed on the matter said on Wednesday."
Goldman Said to Delay Release of Bonus Details,"Goldman had been expected to give staff the outline of their bonuses on Monday, in line with previous years when bankers were told a couple of days before full-year results. But it is likely to delay until next week, a person familiar with the matter told Reuters."
"Goldman, JPMorgan and Morgan Stanley Executives to Be Questioned at Commodities Hearing",Two days of Senate hearings are the culmination of a two-year investigation into the role that Wall Street banks play in the commodities markets.
JPMorgan Hires Ex-Goldman Deal Maker (and Art History Student),Mr. Cummings worked as a Goldman deal-maker for 27 years before stepping down in 2001 to study art history at Columbia.
Suit Revives Goldman Conflict Issue,"In a lawsuit, a former Federal Reserve Bank of New York worker raises questions about the success of Goldman Sachs in policing potential conflicts."
S.E.C. Charges Are a Distraction for Goldman,"The investment bank has offered defenses to the fraud charges, but damage to its reputation is already being done."
BlackRock Hires Former Goldman Banker,"BlackRock said Friday that it had hired a former Goldman Sachs banker, Kendrick R. Wilson, to be a vice chairman and help support the firm’s client relations."
Judge Orders Goldman to Pay Ex-Programmer’s Legal Bills,The decision wades into a hot-button issue as more and more Wall Street employees find themselves ensnared in lawsuits and investigations.
Goldman Names Ogunlesi to Board,"Adebayo O. Ogunlesi is well-known on Wall Street, having run the investment bank at Credit Suisse in the last decade. Since 2006, he has run Global Infrastructure Partners, a private equity firm that invests in infrastructure deals like energy projects and water companies."
JPMorgan Hires Ex-Goldman Deal Maker (and Art History Student),Mr. Cummings worked as a Goldman deal-maker for 27 years before stepping down in 2001 to study art history at Columbia.
Suit Revives Goldman Conflict Issue,"In a lawsuit, a former Federal Reserve Bank of New York worker raises questions about the success of Goldman Sachs in policing potential conflicts."
Goldman’s P.R. Chief as Whipping Boy?,"Goldman Sachs’s public relations chief, Lucas Van Praag, has taken quite a drubbing in the media of late."
"At Goldman, Partners Are Made, and Unmade","Becoming a partner at Goldman Sachs is thought of as equal to winning the lottery, but it can be taken away."
